"loadings" "Annotation"
"EX_trp_L_e" "-0.071932808591714" "_Ews_high_Redox/OxPhosPho"
"DHPR" "0.0704083554532348" "_Proliferating"
"r1607" "0.0715409329174769" "_Proliferating"
"P5CDm" "0.0731381332211185" "_Proliferating"
"G5SADrm" "0.0731382219354735" "_Proliferating"
"r2083" "0.0737180055410229" "_Proliferating"
"r0879" "0.0743542699772066" "_Proliferating"
"r2419" "0.0818807437860897" "_Proliferating"
"r0829" "0.0999650295671443" "_Proliferating"
"MALTSULtm" "0.107549253308085" "_Proliferating"
"r0830" "0.120915610708675" "_Proliferating"
"FUMTSULtm" "-0.107549253308085" "_Ews_low"
"SUCCt2m" "-0.100209751330695" "_Ews_low"
"MALSO3tm" "-0.0883342918145687" "_Ews_low"
"EX_asp_L_e" "-0.0872574826997054" "_Ews_low"
"VALPHELAT2tc" "-0.0830170756532402" "_Ews_low"
"ASNt4" "-0.0796717462268902" "_Ews_low"
"r1650" "-0.0777981065173909" "_Ews_low"
"r0074" "-0.073262224407789" "_Ews_low"
"MALtm" "-0.0722193587695645" "_Ews_low"
"r0915" "-0.0717878229000863" "_Ews_low"
"r2378" "-0.0693592279952117" "_Ews_low"
"FUMTSULtm" "0.0701111049870405" "_Ews_high"
"EX_urea_e" "0.0703093977224905" "_Ews_high"
"ARGN" "0.0703093977224905" "_Ews_high"
"r1670" "0.0719089435760293" "_Ews_high"
"r1665" "0.071923171994812" "_Ews_high"
"r0010" "0.0735724675129214" "_Ews_high"
"r0885" "0.0741670938609907" "_Ews_high"
"GCCbim" "0.0747426574820343" "_Ews_high"
"AKGDm" "0.0758065994685655" "_Ews_high"
"GluForTx" "0.0759832679484364" "_Ews_high"
"URCN" "0.0759832679484364" "_Ews_high"
"FTCD" "0.0759832679484364" "_Ews_high"
"HISD" "0.0759832679484364" "_Ews_high"
"IZPN" "0.0759832679484364" "_Ews_high"
"FTHFDH" "0.076869151399469" "_Ews_high"
"MTHFC" "0.0769657923082401" "_Ews_high"
"r1591" "0.0771402359540049" "_Ews_high"
"RPI" "0.0777352701532202" "_Ews_high"
"ASNTHRNaEx" "0.0787522248362575" "_Ews_high"
"GLNCYSNaEx" "0.0787532166181665" "_Ews_high"
"ADNK3" "0.0787532166181666" "_Ews_high"
"H2Ot" "0.0840613062394314" "_Ews_high"
"r2080" "0.0844363492502256" "_Ews_high"
"EX_nh4_e" "0.0882824777194064" "_Ews_high"
"ADPT" "0.0893347557987466" "_Ews_high"
"PPM" "0.0893523587477763" "_Ews_high"
"PUNP1" "0.0893523587477763" "_Ews_high"
"PRPPS" "0.0893545584222062" "_Ews_high"
"NTD7" "0.0898341581075781" "_Ews_high"
"ACACt2" "0.0986695102846203" "_Ews_high"
"MALtm" "0.099570242138486" "_Ews_high"
"ADK1" "0.100704717745572" "_Ews_high"
"PPItm" "0.101773310936098" "_Ews_high"
"PPAm" "0.101775491351283" "_Ews_high"
"FUMtm" "-0.104603672991433" "_Proliferating_Redox/OxPhosPho"
"EX_h2o_e" "-0.0840613062394313" "_Proliferating_Redox/OxPhosPho"
"FADH2ETC" "-0.0818778931646494" "_Proliferating_Redox/OxPhosPho"
"ADK3" "-0.0787872746522761" "_Proliferating_Redox/OxPhosPho"
"GCC2bim" "-0.0787532166181667" "_Proliferating_Redox/OxPhosPho"
"HIStN1" "-0.0787532166181663" "_Proliferating_Redox/OxPhosPho"
"r2114" "-0.0781323029592444" "_Proliferating_Redox/OxPhosPho"
"PGLc" "-0.0776724694799718" "_Proliferating_Redox/OxPhosPho"
"TKT1" "-0.077639843200853" "_Proliferating_Redox/OxPhosPho"
"TALA" "-0.0776398432008529" "_Proliferating_Redox/OxPhosPho"
"TKT2" "-0.0776398432008529" "_Proliferating_Redox/OxPhosPho"
"EX_his_L_e" "-0.075983267948436" "_Proliferating_Redox/OxPhosPho"
"r1590" "-0.0758040479938613" "_Proliferating_Redox/OxPhosPho"
"r0879" "-0.0752099348773562" "_Proliferating_Redox/OxPhosPho"
"LYStiDF" "-0.0717497120677691" "_Proliferating_Redox/OxPhosPho"
"GTHRDt" "-0.0712645180160282" "_Proliferating_Redox/OxPhosPho"
"r0829" "-0.0711765892100004" "_Proliferating_Redox/OxPhosPho"
"UREAt" "-0.0703093977224905" "_Proliferating_Redox/OxPhosPho"
"r0830" "-0.0701666591140324" "_Proliferating_Redox/OxPhosPho"
"MALTSULtm" "-0.0701111049870404" "_Proliferating_Redox/OxPhosPho"
"r1109" "-0.0694597620257811" "_Proliferating_Redox/OxPhosPho"
"r1538" "0.0727323489727792" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1623" "0.0744208388556067" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"FUMtm" "0.0744522901478139" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1598" "0.0754080221682846" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_urea_e" "0.0761142998106665" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"ARGN" "0.0761142998106666" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"RE2954C" "0.0767079319797755" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_ala_L_e" "0.0805507011960464" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"SERTHRNaEx" "0.0814602883172848" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r2412" "0.0819408722103347" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"OCBTm" "0.0842706549534797" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_citr_L_e" "0.0842706549534798" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"CBPSam" "0.0842706549534799" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"4MOPte" "0.0854043240792187" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0157" "0.0882037416009126" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r0086" "0.0882037416009128" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1640" "0.0893521003752595" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"ME1m" "0.091051384481796" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r2371" "0.0912205489378156" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1454" "0.0982932289265836" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"METyLATthc" "0.102573364412218" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r2389" "0.10262246964445" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1951" "0.10262246964445" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"3HCO3_NAt" "0.10262246964445" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"THRSERNaEx" "0.10262246964445" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"LEUPHELAT2tc" "0.103127435343395" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"r1155" "0.108622969438701" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"SO4CLtex2" "0.112298872655557" "_Proliferating_Glucose/Hypoxia_Redox/OxPhosPho"
"RETNt" "-0.102719572955973" "_Proliferating_Redox/OxPhosPho"
"GCCcm" "-0.102351816702328" "_Proliferating_Redox/OxPhosPho"
"r1604" "-0.0889209612789512" "_Proliferating_Redox/OxPhosPho"
"NDPK4" "-0.0863377036137419" "_Proliferating_Redox/OxPhosPho"
"EX_4mop_e" "-0.0854043240792187" "_Proliferating_Redox/OxPhosPho"
"PYK" "-0.0781990780286219" "_Proliferating_Redox/OxPhosPho"
"r1143" "-0.0765997060346527" "_Proliferating_Redox/OxPhosPho"
"UREAt" "-0.0761142998106665" "_Proliferating_Redox/OxPhosPho"
"r0062" "-0.0724065776871212" "_Proliferating_Redox/OxPhosPho"
"r0822" "-0.0720349841498351" "_Proliferating_Redox/OxPhosPho"
"LMPD_ctp_c_1_5" "-0.0706943654061131" "_Proliferating_Redox/OxPhosPho"
"LEUtec" "-0.0705321538340815" "_Proliferating_Redox/OxPhosPho"
"ADK1" "-0.0695825414554497" "_Proliferating_Redox/OxPhosPho"
"NDPK1" "0.0744737682864586" "_Ews_high_Redox/OxPhosPho"
"ORNTArm" "0.0766292155346697" "_Ews_high_Redox/OxPhosPho"
"ALAtN1" "0.08188710137669" "_Ews_high_Redox/OxPhosPho"
"PTCRTD" "0.0843720214288206" "_Ews_high_Redox/OxPhosPho"
"r0249" "0.101558169585531" "_Ews_high_Redox/OxPhosPho"
"r0840" "0.101558169585531" "_Ews_high_Redox/OxPhosPho"
"CO2ter" "0.113212644684665" "_Ews_high_Redox/OxPhosPho"
"H2Oter" "0.133599268315272" "_Ews_high_Redox/OxPhosPho"
"FORtr" "0.139436523411653" "_Ews_high_Redox/OxPhosPho"
"HMGCOAtm" "0.139436523411653" "_Ews_high_Redox/OxPhosPho"
"PPItr" "0.149610802468234" "_Ews_high_Redox/OxPhosPho"
"r1926" "-0.139436523411653" "_Proliferating"
"EX_chsterol_e" "-0.139436523411653" "_Proliferating"
"ILETAm" "-0.139436523411653" "_Proliferating"
"ILEt5m" "-0.139436523411653" "_Proliferating"
"LMPD_chsterol_c_1_21" "-0.139436523411653" "_Proliferating"
"O2ter" "-0.139436523411653" "_Proliferating"
"r0924" "-0.136218364493352" "_Proliferating"
"ATP1ter" "-0.136218364493352" "_Proliferating"
"r0156" "-0.132040073660045" "_Proliferating"
"r0085" "-0.132040073660045" "_Proliferating"
"PPCOAOm" "-0.120412069007638" "_Proliferating"
"PGLer" "-0.101558169585531" "_Proliferating"
"GNDer" "-0.101558169585531" "_Proliferating"
"G6PDH2rer" "-0.101526256956788" "_Proliferating"
"G6Pter" "-0.101140744608328" "_Proliferating"
"ALAASNNaEx" "-0.0926656286400423" "_Proliferating"
"ECOAH9m" "-0.0876386993532492" "_Proliferating"
"ACOAD10m" "-0.0876386993532492" "_Proliferating"
"ACACT10m" "-0.0876386993532492" "_Proliferating"
"OIVD3m" "-0.0876386993532492" "_Proliferating"
"HACD9m" "-0.0876386993532492" "_Proliferating"
"PIter" "-0.0871492148184862" "_Proliferating"
"ORNDC" "-0.0843720214288206" "_Proliferating"
"EX_ptrc_e" "-0.0843720214288206" "_Proliferating"
"SULFOX" "-0.0827285981411797" "_Proliferating"
"FDH" "-0.0807205501314457" "_Proliferating"
"PHEyLATthc" "-0.0805717171801591" "_Proliferating"
"r1591" "-0.078276956752222" "_Proliferating"
"r1568" "-0.0737426284680483" "_Proliferating"
"r1808" "-0.0732147630110581" "_Proliferating"
"r0596" "-0.0723714810008533" "_Proliferating"
"r0365" "-0.0723714810008533" "_Proliferating"
"PRPNCOAHYDm" "-0.072371481000853" "_Proliferating"
"MMSAD3m" "-0.0721317037300312" "_Proliferating"
"r1562" "-0.0710184110688282" "_Proliferating"
"ACITL" "-0.0704856281554578" "_Proliferating"
"r1666" "0.0653435417737804" "_Average"
"TYRPHELAT2tc" "0.0662540521492899" "_Average"
"r1743" "0.0667989053089723" "_Average"
"H2Oter" "0.0683863636982707" "_Average"
"r2420" "0.0770997230453161" "_Average"
"r1696" "0.077543219444571" "_Average"
"r1592" "0.0793981369658876" "_Average"
"G6PDH2rer" "0.0830753642364898" "_Average"
"G6Pter" "0.0838858057820028" "_Average"
"GLUt2m" "0.0864427964326992" "_Average"
"GNDer" "0.0878632920983248" "_Average"
"PGLer" "0.0878632920983248" "_Average"
"r2380" "-0.101718001558448" "_Proliferating_Redox/OxPhosPho"
"CO2ter" "-0.0879305087582708" "_Proliferating_Redox/OxPhosPho"
"NADPHtru" "-0.0854904527868142" "_Proliferating_Redox/OxPhosPho"
"NADPtru" "-0.0854904527868142" "_Proliferating_Redox/OxPhosPho"
"Htr" "-0.0835265826493699" "_Proliferating_Redox/OxPhosPho"
"VALtec" "-0.0789912909762497" "_Proliferating_Redox/OxPhosPho"
"r1665" "-0.0730200162605072" "_Proliferating_Redox/OxPhosPho"
"r1741" "-0.0724215755788" "_Proliferating_Redox/OxPhosPho"
"ALAyLATthc" "-0.0663506253425044" "_Proliferating_Redox/OxPhosPho"
"SERCYSNaEx" "-0.065469971021165" "_Proliferating_Redox/OxPhosPho"
"r1563" "0.0657291523948161" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_tyr_L_e" "0.0669574056752273" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_ser_L_e" "0.0673164432384672" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"CYSGLUexR" "0.0678373126471031" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"LEUPHELAT2tc" "0.0694522581022701" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"EX_phe_L_e" "0.0710243597144437" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"r1647" "0.0720987049030782" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"CYOOm3" "0.0729266167817611" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"O2tm" "0.0732222323936769" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"VALtec" "0.0736294608925429" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"HISTAtu" "0.0747812398242071" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"CYSGLYexR" "0.0767717249235497" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"CREATt4_2_r" "0.0773149130015273" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"r0942" "0.0773264208025957" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"r1620" "0.082544570304598" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"GNDc" "0.0870648222055052" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"r1634" "0.0941067310202897" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"GLNS" "-0.0845703394555086" "_Ews_high"
"r1929" "-0.080244511437231" "_Ews_high"
"ALAt2r" "-0.0788223487972343" "_Ews_high"
"34HPPOR" "-0.0778568100538448" "_Ews_high"
"FUMAC" "-0.0778568100538429" "_Ews_high"
"MACACI" "-0.0778568100538429" "_Ews_high"
"HGNTOR" "-0.0778568100538429" "_Ews_high"
"TYRTA" "-0.0778568100538428" "_Ews_high"
"GTHP" "-0.0769834641582964" "_Ews_high"
"PEPCK" "-0.0733749362669241" "_Ews_high"
"r0399" "-0.0710083035568177" "_Ews_high"
"r1731" "-0.0709578406240278" "_Ews_high"
"r1692" "-0.0687149140632616" "_Ews_high"
"r1734" "-0.0685531369421521" "_Ews_high"
"r1844" "-0.0685531369421521" "_Ews_high"
"r1851" "-0.0685531369421521" "_Ews_high"
"r2381" "-0.0685531369421521" "_Ews_high"
"r0899" "-0.0685531369421521" "_Ews_high"
"r1790" "-0.0685531369421521" "_Ews_high"
"r1989" "-0.068553136942152" "_Ews_high"
"THRASNNaEx" "-0.068553136942152" "_Ews_high"
"r1956" "-0.068553136942152" "_Ews_high"
"TRPt4" "-0.068553136942152" "_Ews_high"
"r1954" "-0.068553136942152" "_Ews_high"
"r1961" "-0.0685490215822803" "_Ews_high"
"THRCYSNaEx" "-0.0681905033137736" "_Ews_high"
"FADH2ETC" "-0.0681739552168625" "_Ews_high"
"r1702" "-0.0676834486522979" "_Ews_high"
"HISDC" "-0.0661779496371578" "_Ews_high"
"EX_hista_e" "-0.0661779496371578" "_Ews_high"
"ME1m" "-0.0660903259933318" "_Ews_high"
"PGI" "-0.0659176216628356" "_Ews_high"
"G6PDA" "-0.0651015451275792" "_Ews_high"
"GF6PTA" "-0.0651015451275792" "_Ews_high"
"r1579" "0.0653186518522756" "_Proliferating_Redox/OxPhosPho"
"SULFOX" "0.0653948447712683" "_Proliferating_Redox/OxPhosPho"
"r1594" "0.0663664623210064" "_Proliferating_Redox/OxPhosPho"
"EX_asn_L_e" "0.0731778184811613" "_Proliferating_Redox/OxPhosPho"
"PROt4" "0.0764732380742112" "_Proliferating_Redox/OxPhosPho"
"EX_akg_e" "0.0765759918176629" "_Proliferating_Redox/OxPhosPho"
"r2403" "0.0770596043664017" "_Proliferating_Redox/OxPhosPho"
"EX_ala_L_e" "0.0771861522397754" "_Proliferating_Redox/OxPhosPho"
"r1862" "0.0815901047950228" "_Proliferating_Redox/OxPhosPho"
"r1951" "0.0830380154510822" "_Proliferating_Redox/OxPhosPho"
"r1493" "0.0830429686637546" "_Proliferating_Redox/OxPhosPho"
"O2St" "0.0830429686640786" "_Proliferating_Redox/OxPhosPho"
"r0179" "0.0830429686640786" "_Proliferating_Redox/OxPhosPho"
"EX_o2s_e" "0.0830429686640786" "_Proliferating_Redox/OxPhosPho"
"r1960" "0.0830429686640786" "_Proliferating_Redox/OxPhosPho"
"CATp" "0.0830429686640786" "_Proliferating_Redox/OxPhosPho"
"r1861" "0.0830429686640786" "_Proliferating_Redox/OxPhosPho"
"r1723" "0.0830429686640787" "_Proliferating_Redox/OxPhosPho"
"r1770" "0.0830429686640787" "_Proliferating_Redox/OxPhosPho"
"r1949" "0.0830429686640787" "_Proliferating_Redox/OxPhosPho"
"r1806" "0.0830429686640787" "_Proliferating_Redox/OxPhosPho"
"HISyLATtc" "0.0836407893648395" "_Proliferating_Redox/OxPhosPho"
"ALAt4" "0.0877345157069721" "_Proliferating_Redox/OxPhosPho"
"r1959" "0.0878335832396629" "_Proliferating_Redox/OxPhosPho"
"ATPS4m" "0.0946948028353081" "_Proliferating_Redox/OxPhosPho"
"H2Otp" "0.10688467201509" "_Proliferating_Redox/OxPhosPho"
"O2tp" "0.125296769485126" "_Proliferating_Redox/OxPhosPho"
"NADH2_u10m" "0.129357425613615" "_Proliferating_Redox/OxPhosPho"
"GLYOp" "0.134186101649672" "_Proliferating_Redox/OxPhosPho"
"GLYtp" "0.134186101649672" "_Proliferating_Redox/OxPhosPho"
"GLXtm" "0.134186101649672" "_Proliferating_Redox/OxPhosPho"
"AGTim" "0.134186101649672" "_Proliferating_Redox/OxPhosPho"
"NH4tp" "-0.134186101649672" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"GLXtp" "-0.134186101649672" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"H2O2tp" "-0.10688467201509" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"GNDc" "-0.0895258373608328" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"GCCcm" "-0.0830915243185323" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"GCCam" "-0.0830257139909605" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"r0178" "-0.0791434850226248" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"r1575" "-0.0781876511525817" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"r1568" "-0.0777887851549801" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"r1578" "-0.066246624923074" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"r1607" "-0.0655100262156794" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
"MDH" "0.0652429693452143" "_Redox/OxPhosPho"
"EX_glc_e" "0.0653314941402846" "_Redox/OxPhosPho"
"r0841" "0.0656766644420232" "_Redox/OxPhosPho"
"ARGLYSex" "0.066938783750921" "_Redox/OxPhosPho"
"EX_pi_e" "0.0669837488104666" "_Redox/OxPhosPho"
"FORtr" "0.0669837488355446" "_Redox/OxPhosPho"
"EX_chol_e" "0.0669837488355496" "_Redox/OxPhosPho"
"HMGCOAtm" "0.0669837488355507" "_Redox/OxPhosPho"
"PE_HStm" "0.0669837488355531" "_Redox/OxPhosPho"
"r1941" "0.0669837488355531" "_Redox/OxPhosPho"
"THRt4" "0.0669837488355532" "_Redox/OxPhosPho"
"THRPHELAT2tc" "0.0669837488355532" "_Redox/OxPhosPho"
"ILEPHELAT2tc" "0.0669837488355532" "_Redox/OxPhosPho"
"ASPTAm" "0.0675853907720764" "_Redox/OxPhosPho"
"RPI" "0.0676494524934578" "_Redox/OxPhosPho"
"r1568" "0.0691336211670652" "_Redox/OxPhosPho"
"r2080" "0.0729581190490697" "_Redox/OxPhosPho"
"r1698" "0.0735633563519692" "_Redox/OxPhosPho"
"CITtbm" "0.098848063099652" "_Redox/OxPhosPho"
"PEPCKm" "0.0988480630996522" "_Redox/OxPhosPho"
"GLNTHRNaEx" "-0.0730296454657618" "_Ews_low"
"GNDc" "-0.0715438791540311" "_Ews_low"
"ALAASNNaEx" "-0.0713639247758926" "_Ews_low"
"ASPGLUm" "-0.0675853907720763" "_Ews_low"
"ASPTA" "-0.0675478653197922" "_Ews_low"
"LMPD_datp_n_1_12" "-0.066983749114061" "_Ews_low"
"LMPD_dttp_n_1_11" "-0.0669837489872756" "_Ews_low"
"LMPD_ctp_c_1_5" "-0.0669837489298948" "_Ews_low"
"CBPS" "-0.0669837489286557" "_Ews_low"
"LMPD_sphmyln_hs_c_1_12" "-0.0669837488355551" "_Ews_low"
"DATPtn" "-0.0669837488355533" "_Ews_low"
"DCTPtn" "-0.0669837488355533" "_Ews_low"
"LMPD_pglyc_hs_c_1_11" "-0.0669837488355533" "_Ews_low"
"DGTPtn" "-0.0669837488355533" "_Ews_low"
"LMPD_clpn_hs_c_1_12" "-0.0669837488355532" "_Ews_low"
"DTTPtn" "-0.0669837488355532" "_Ews_low"
"LMPD_pchol_hs_c_1_9" "-0.0669837488355532" "_Ews_low"
"LMPD_ps_hs_c_1_8" "-0.0669837488355532" "_Ews_low"
"LMPD_dctp_n_1_7" "-0.0669837488355532" "_Ews_low"
"LMPD_pail_hs_c_1_10" "-0.0669837488355531" "_Ews_low"
"PSFLIPm" "-0.0669837488355531" "_Ews_low"
"biomass" "-0.0669837488355531" "_Ews_low"
"LMPD_pe_hs_c_1_9" "-0.066983748835553" "_Ews_low"
"O2ter" "-0.0669837488355496" "_Ews_low"
"LMPD_chsterol_c_1_21" "-0.0669837488355459" "_Ews_low"
"LMPD_dgtp_n_1_11" "-0.0669837485071673" "_Ews_low"
"LMPD_gtp_c_1_9" "-0.0669837484952541" "_Ews_low"
"r0840" "-0.0656770529718663" "_Ews_low"
"r0249" "-0.0656770529718663" "_Ews_low"
"ALACYSNaEx" "-0.0654159685585339" "_Ews_low"
"r0398" "0.0655822961388729" "_Redox/OxPhosPho"
"LDH_L" "0.0655879026092826" "_Redox/OxPhosPho"
"EX_citr_L_e" "0.0670644614924193" "_Redox/OxPhosPho"
"r0483" "0.0688894040498821" "_Redox/OxPhosPho"
"r0085" "0.0692568078137732" "_Redox/OxPhosPho"
"r0156" "0.0692568078137732" "_Redox/OxPhosPho"
"EX_o2_e" "0.0720939475385466" "_Redox/OxPhosPho"
"FUMtm" "0.0728217409352964" "_Redox/OxPhosPho"
"ARGLYSex" "0.0810695749454862" "_Redox/OxPhosPho"
"FORtr" "0.0810950379722489" "_Redox/OxPhosPho"
"PE_HStm" "0.0810950379722615" "_Redox/OxPhosPho"
"ILEPHELAT2tc" "0.0810950379722615" "_Redox/OxPhosPho"
"THRt4" "0.0810950379722615" "_Redox/OxPhosPho"
"THRPHELAT2tc" "0.0810950379722615" "_Redox/OxPhosPho"
"r1941" "0.0810950379722615" "_Redox/OxPhosPho"
"EX_chol_e" "0.0810950379722672" "_Redox/OxPhosPho"
"HMGCOAtm" "0.0810950379722678" "_Redox/OxPhosPho"
"EX_pi_e" "0.0810950381138574" "_Redox/OxPhosPho"
"GLUt2m" "0.0815346983412046" "_Redox/OxPhosPho"
"r0399" "0.081536362921539" "_Redox/OxPhosPho"
"RE1897C" "0.0857147446530468" "_Redox/OxPhosPho"
"RE1898C" "0.0857147446530468" "_Redox/OxPhosPho"
"CITtbm" "-0.132303059602999" "_Glucose/Hypoxia"
"PEPCKm" "-0.132303059602999" "_Glucose/Hypoxia"
"r1784" "-0.0866775091522477" "_Glucose/Hypoxia"
"r1789" "-0.0866775091522477" "_Glucose/Hypoxia"
"r1833" "-0.0866775091522477" "_Glucose/Hypoxia"
"r1850" "-0.0866775091522477" "_Glucose/Hypoxia"
"r1986" "-0.0866775091522477" "_Glucose/Hypoxia"
"r1538" "-0.0866775091522477" "_Glucose/Hypoxia"
"r1677" "-0.0866775091522477" "_Glucose/Hypoxia"
"r1928" "-0.0866775091522477" "_Glucose/Hypoxia"
"r2439" "-0.0866775091522477" "_Glucose/Hypoxia"
"r1925" "-0.08650500234738" "_Glucose/Hypoxia"
"RE0691C" "-0.0857147446530468" "_Glucose/Hypoxia"
"SPMDOX" "-0.0857147446530468" "_Glucose/Hypoxia"
"EX_phe_L_e" "-0.0813166581268713" "_Glucose/Hypoxia"
"LMPD_dttp_n_1_11" "-0.0810950384703253" "_Glucose/Hypoxia"
"LMPD_gtp_c_1_9" "-0.0810950381347167" "_Glucose/Hypoxia"
"CBPS" "-0.0810950381217035" "_Glucose/Hypoxia"
"LMPD_ctp_c_1_5" "-0.0810950380876117" "_Glucose/Hypoxia"
"LMPD_dgtp_n_1_11" "-0.0810950379868119" "_Glucose/Hypoxia"
"LMPD_pglyc_hs_c_1_11" "-0.0810950379722617" "_Glucose/Hypoxia"
"LMPD_pchol_hs_c_1_9" "-0.0810950379722616" "_Glucose/Hypoxia"
"LMPD_ps_hs_c_1_8" "-0.0810950379722616" "_Glucose/Hypoxia"
"LMPD_clpn_hs_c_1_12" "-0.0810950379722616" "_Glucose/Hypoxia"
"DCTPtn" "-0.0810950379722616" "_Glucose/Hypoxia"
"DTTPtn" "-0.0810950379722616" "_Glucose/Hypoxia"
"DATPtn" "-0.0810950379722616" "_Glucose/Hypoxia"
"DGTPtn" "-0.0810950379722616" "_Glucose/Hypoxia"
"LMPD_dctp_n_1_7" "-0.0810950379722615" "_Glucose/Hypoxia"
"PSFLIPm" "-0.0810950379722615" "_Glucose/Hypoxia"
"LMPD_pail_hs_c_1_10" "-0.0810950379722615" "_Glucose/Hypoxia"
"LMPD_pe_hs_c_1_9" "-0.0810950379722614" "_Glucose/Hypoxia"
"biomass" "-0.0810950379722613" "_Glucose/Hypoxia"
"O2ter" "-0.0810950379722587" "_Glucose/Hypoxia"
"LMPD_sphmyln_hs_c_1_12" "-0.0810950379722498" "_Glucose/Hypoxia"
"LMPD_chsterol_c_1_21" "-0.0810950379722492" "_Glucose/Hypoxia"
"LMPD_datp_n_1_12" "-0.0810950377959111" "_Glucose/Hypoxia"
"r1672" "-0.0790619193872799" "_Glucose/Hypoxia"
"O2t" "-0.0720939475385467" "_Glucose/Hypoxia"
"r1807" "-0.0699041068104279" "_Glucose/Hypoxia"
"D3AIBTm" "-0.068889404049882" "_Glucose/Hypoxia"
"EX_creat_e" "-0.0671854278658618" "_Glucose/Hypoxia"
"GACMTRc" "-0.0671854278658541" "_Glucose/Hypoxia"
"GLYAMDTRc" "-0.0671854278658541" "_Glucose/Hypoxia"
"r1836" "-0.066897386993464" "_Glucose/Hypoxia"
"r1936" "-0.0668566511073713" "_Glucose/Hypoxia"
"r0817" "-0.0665882224516373" "_Glucose/Hypoxia"
"EX_lac_L_e" "-0.0659897836438317" "_Glucose/Hypoxia"
"SUCCt2m" "-0.0656316820843164" "_Glucose/Hypoxia"
"METAT" "-0.0647542392991246" "_Glucose/Hypoxia"
"r1607" "0.0772683889688601" "_Proliferating"
"r2380" "0.0777953866568344" "_Proliferating"
"G3PD2m" "0.082021426495056" "_Proliferating"
"r2379" "-0.0846404201390885" "_Ews_high_Glucose/Hypoxia_Redox/OxPhosPho"
